,movieId,movieId_order,title
4926,3054,1810,Felicia's Journey (1999)
366,3055,1811,Oxygen (1999)
3351,3056,1812,Where's Marlowe? (1998)
1189,3059,1813,"Commitments, The (1991)"
2812,3060,1814,Holiday Inn (1942)
173,3061,1815,"Longest Day, The (1962)"
982,3062,1816,Poison Ivy (1992)
727,3065,1817,Tora! Tora! Tora! (1970)
4014,3066,1818,Women on the Verge of a Nervous Breakdown (Mujeres al borde de un ataque de nervios) (1988)
1995,3067,1819,"Verdict, The (1982)"
367,3069,1820,"Adventures of Buckaroo Banzai Across the 8th Dimension, The (1984)"
2055,3070,1821,Stand and Deliver (1988)
889,3071,1822,Moonstruck (1987)
3944,3072,1823,"Sandpiper, The (1965)"
983,3073,1824,Jeremiah Johnson (1972)
5351,3074,1825,Repulsion (1965)
3710,3075,1826,Irma la Douce (1963)
4507,3076,1827,42 Up (1998)
1877,3077,1828,Liberty Heights (1999)
5329,3078,1829,Mansfield Park (1999)
668,3080,1830,Sleepy Hollow (1999)
550,3081,1831,"World Is Not Enough, The (1999)"
1491,3082,1832,All About My Mother (Todo sobre mi madre) (1999)
2645,3085,1833,Babes in Toyland (1934)
1280,3086,1834,Scrooged (1988)
791,3087,1835,Harvey (1950)
1414,3088,1836,Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette) (1948)
3317,3089,1837,Matewan (1987)
2709,3090,1838,Kagemusha (1980)
3945,3092,1839,McCabe & Mrs. Miller (1971)
3988,3093,1840,Maurice (1987)
2579,3094,1841,"Grapes of Wrath, The (1940)"
1453,3095,1842,My Man Godfrey (1957)
3479,3096,1843,"Shop Around the Corner, The (1940)"
955,3097,1844,"Natural, The (1984)"
1431,3098,1845,Shampoo (1975)
946,3099,1846,"River Runs Through It, A (1992)"
984,3100,1847,Fatal Attraction (1987)
3777,3101,1848,Jagged Edge (1985)
679,3103,1849,Midnight Run (1988)
728,3104,1850,Awakenings (1990)
2098,3106,1851,Backdraft (1991)
330,3107,1852,"Fisher King, The (1991)"
4168,3108,1853,"River, The (1984)"
3148,3110,1854,Places in the Heart (1984)
2642,3112,1855,End of Days (1999)
232,3113,1856,Toy Story 2 (1999)
3441,3114,1857,Flawless (1999)
1878,3116,1858,Ride with the Devil (1999)
4345,3119,1859,"Distinguished Gentleman, The (1992)"
3528,3124,1860,"End of the Affair, The (1999)"
4745,3128,1861,Sweet and Lowdown (1999)
3972,3129,1862,Bonfire of the Vanities (1990)
1454,3133,1863,Grand Illusion (La grande illusion) (1937)
3529,3134,1864,"Great Santini, The (1979)"
3028,3141,1865,U2: Rattle and Hum (1988)
3149,3144,1866,Cradle Will Rock (1999)
3334,3145,1867,Deuce Bigalow: Male Gigolo (1999)
174,3146,1868,"Green Mile, The (1999)"
864,3147,1869,"Cider House Rules, The (1999)"
1879,3149,1870,"War Zone, The (1999)"
1411,3151,1871,"Last Picture Show, The (1971)"
1153,3152,1872,"7th Voyage of Sinbad, The (1958)"
2368,3154,1873,Anna and the King (1999)
2829,3155,1874,Bicentennial Man (1999)
2805,3156,1875,Stuart Little (1999)
1880,3157,1876,"Emperor and the Assassin, The (Jing ke ci qin wang) (1999)"
1567,3158,1877,Fantasia 2000 (1999)
819,3159,1878,Magnolia (1999)
4392,3160,1879,Onegin (1999)
2499,3162,1880,Topsy-Turvy (1999)
4138,3164,1881,Boiling Point (1993)
3946,3166,1882,Carnal Knowledge (1971)
175,3167,1883,Easy Rider (1969)
3150,3168,1884,The Falcon and the Snowman (1985)
5340,3170,1885,Room at the Top (1959)
4346,3172,1886,Any Given Sunday (1999)
1273,3173,1887,Man on the Moon (1999)
368,3174,1888,Galaxy Quest (1999)
505,3175,1889,"Talented Mr. Ripley, The (1999)"
617,3176,1890,Next Friday (2000)
3074,3177,1891,"Hurricane, The (1999)"
5409,3178,1892,Angela's Ashes (1999)
3101,3180,1893,Titus (1999)
1154,3181,1894,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr. (1999)"
1881,3184,1895,Snow Falling on Cedars (1999)
4347,3185,1896,"Girl, Interrupted (1999)"
2809,3188,1897,My Dog Skip (1999)
5904,3189,1898,Supernova (2000)
2079,3193,1899,"Way We Were, The (1973)"
618,3195,1900,Stalag 17 (1953)
4528,3196,1901,"Presidio, The (1988)"
985,3197,1902,Papillon (1973)
1455,3199,1903,"Last Detail, The (1973)"
986,3200,1904,Five Easy Pieces (1970)
1972,3202,1905,Dead Calm (1989)
2028,3203,1906,"Boys from Brazil, The (1978)"
3397,3207,1907,Loaded Weapon 1 (National Lampoon's Loaded Weapon 1) (1993)
861,3209,1908,Fast Times at Ridgemont High (1982)
3530,3210,1909,"Cry in the Dark, A (1988)"
369,3212,1910,Batman: Mask of the Phantasm (1993)
4747,3213,1911,American Flyers (1985)
2620,3216,1912,"Star Is Born, A (1937)"
4371,3218,1913,Pacific Heights (1990)
4072,3220,1914,"Draughtsman's Contract, The (1982)"
4139,3222,1915,"Zed & Two Noughts, A (1985)"
1456,3223,1916,Woman in the Dunes (Suna no onna) (1964)
4719,3229,1917,"Odessa File, The (1974)"
5710,3234,1918,Where the Buffalo Roam (1980)
3398,3239,1919,"Big Tease, The (1999)"
3399,3240,1920,"Cup, The (Phörpa) (1999)"
3400,3242,1921,Encino Man (1992)
3419,3243,1922,"Goodbye Girl, The (1977)"
2050,3245,1923,Malcolm X (1992)
1604,3246,1924,Sister Act (1992)
3401,3247,1925,Sister Act 2: Back in the Habit (1993)
3352,3248,1926,"Hand That Rocks the Cradle, The (1992)"
1317,3249,1927,Alive (1993)
2058,3250,1928,Agnes of God (1985)
956,3251,1929,Scent of a Woman (1992)
176,3252,1930,Wayne's World (1992)
619,3253,1931,Wayne's World 2 (1993)
1373,3254,1932,"League of Their Own, A (1992)"
691,3255,1933,Patriot Games (1992)
3801,3256,1934,"Bodyguard, The (1992)"
5573,3257,1935,Death Becomes Her (1992)
3029,3258,1936,Far and Away (1992)
2080,3259,1937,Howards End (1992)
2465,3260,1938,Singles (1992)
987,3261,1939,Twin Peaks: Fire Walk with Me (1992)
302,3262,1940,White Men Can't Jump (1992)
4348,3263,1941,Buffy the Vampire Slayer (1992)
2840,3264,1942,Hard-Boiled (Lat sau san taam) (1992)
4529,3265,1943,Man Bites Dog (C'est arrivé près de chez vous) (1992)
1155,3266,1944,"Mariachi, El (1992)"
2081,3268,1945,Forever Young (1992)
2784,3269,1946,"Cutting Edge, The (1992)"
988,3270,1947,Of Mice and Men (1992)
1786,3271,1948,Bad Lieutenant (1992)
177,3272,1949,Scream 3 (2000)
2129,3273,1950,Single White Female (1992)
1113,3274,1951,"Boondock Saints, The (2000)"
4776,3282,1952,Minnie and Moskowitz (1971)
1794,3284,1953,"Beach, The (2000)"
5683,3285,1954,Snow Day (2000)
1605,3286,1955,"Tigger Movie, The (2000)"
5410,3288,1956,Not One Less (Yi ge dou bu neng shao) (1999)
5411,3294,1957,Raining Stones (1993)
2808,3295,1958,To Sir with Love (1967)
582,3297,1959,Boiler Room (2000)
3959,3298,1960,Hanging Up (2000)
829,3299,1961,Pitch Black (2000)
583,3300,1962,"Whole Nine Yards, The (2000)"
2500,3301,1963,Beautiful People (1999)
4140,3302,1964,Black Tar Heroin: The Dark End of the Street (2000)
3464,3305,1965,"Circus, The (1928)"
2240,3306,1966,City Lights (1931)
3151,3307,1967,"Flamingo Kid, The (1984)"
3465,3309,1968,"Kid, The (1921)"
6076,3314,1969,Happy Go Lovely (1951)
5905,3315,1970,Reindeer Games (2000)
1396,3316,1971,Wonder Boys (2000)
1882,3322,1972,Chain of Fools (2000)
3402,3325,1973,What Planet Are You From? (2000)
1340,3326,1974,Beyond the Mat (1999)
1309,3327,1975,Ghost Dog: The Way of the Samurai (1999)
2082,3328,1976,The Year My Voice Broke (1987)
3494,3329,1977,Splendor in the Grass (1961)
729,3333,1978,Key Largo (1948)
1457,3340,1979,Born Yesterday (1950)
4751,3341,1980,Birdy (1984)
4141,3343,1981,Blood Feast (1963)
2096,3346,1982,Never Cry Wolf (1983)
3436,3349,1983,"Raisin in the Sun, A (1961)"
4419,3352,1984,"Closer You Get, The (2000)"
5684,3353,1985,Mission to Mars (2000)
1527,3354,1986,"Ninth Gate, The (1999)"
1528,3356,1987,East-West (Est-ouest) (1999)
370,3357,1988,Defending Your Life (1991)
2049,3358,1989,Breaking Away (1979)
1963,3359,1990,Hoosiers (a.k.a. Best Shot) (1986)
1380,3360,1991,Bull Durham (1988)
857,3361,1992,Dog Day Afternoon (1975)
2040,3362,1993,American Graffiti (1973)
5957,3363,1994,"Asphalt Jungle, The (1950)"
3008,3364,1995,"Searchers, The (1956)"
2061,3371,1996,"Bridge at Remagen, The (1969)"
4142,3373,1997,Daughters of the Dust (1991)
3152,3377,1998,"Ogre, The (Unhold, Der) (1996)"
4970,3378,1999,On the Beach (1959)
2501,3383,2000,"Taking of Pelham One Two Three, The (1974)"
3108,3384,2001,Volunteers (1985)
178,3385,2002,JFK (1991)
3890,3386,2003,Who's Harry Crumb? (1989)
4372,3387,2004,Harry and the Hendersons (1987)
3917,3391,2005,She-Devil (1989)
371,3395,2006,"Muppet Movie, The (1979)"
3022,3396,2007,"Great Muppet Caper, The (1981)"
2803,3397,2008,"Muppets Take Manhattan, The (1984)"
5723,3400,2009,Baby... Secret of the Lost Legend (1985)
2083,3401,2010,Turtle Diary (1985)
3973,3402,2011,Raise the Titanic (1980)
2102,3403,2012,Titanic (1953)
5371,3405,2013,Captain Horatio Hornblower R.N. (1951)
217,3407,2014,Erin Brockovich (2000)
1825,3408,2015,Final Destination (2000)
5886,3409,2016,Soft Fruit (1999)
3899,3411,2017,"Bear, The (Ours, L') (1988)"
3974,3413,2018,Love Is a Many-Splendored Thing (1955)
4038,3414,2019,"Mirror, The (Zerkalo) (1975)"
1192,3417,2020,Thelma & Louise (1991)
2712,3419,2021,...And Justice for All (1979)
372,3420,2022,Animal House (1978)
4060,3421,2023,She's Gotta Have It (1986)
2459,3423,2024,Do the Right Thing (1989)
4178,3424,2025,Mo' Better Blues (1990)
3975,3425,2026,Jungle Fever (1991)
730,3428,2027,Creature Comforts (1989)
4373,3429,2028,Death Wish (1974)
731,3434,2029,Double Indemnity (1944)
3965,3435,2030,Dying Young (1991)
2836,3437,2031,Teenage Mutant Ninja Turtles (1990)
179,3438,2032,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991)
180,3439,2033,Teenage Mutant Ninja Turtles III (1993)
181,3440,2034,Red Dawn (1984)
989,3443,2035,Bloodsport (1988)
3430,3444,2036,Eyes of Laura Mars (1978)
732,3445,2037,Funny Bones (1995)
3296,3446,2038,"Good Earth, The (1937)"
182,3447,2039,"Good Morning, Vietnam (1987)"
3976,3448,2040,"Good Mother, The (1988)"
183,3449,2041,Grumpy Old Men (1993)
1660,3450,2042,Guess Who's Coming to Dinner (1967)
2883,3451,2043,Romeo Must Die (2000)
2819,3452,2044,Here on Earth (2000)
4143,3458,2045,Gothic (1986)
3444,3460,2046,Lord of the Flies (1963)
1350,3461,2047,Modern Times (1936)
733,3465,2048,Heart and Souls (1993)
1458,3466,2049,Hud (1963)
1267,3467,2050,"Hustler, The (1961)"
3421,3468,2051,Inherit the Wind (1960)
2084,3469,2052,Dersu Uzala (1975)
373,3470,2053,Close Encounters of the Third Kind (1977)
1459,3472,2054,Jonah Who Will Be 25 in the Year 2000 (Jonas qui aura 25 ans en l'an 2000) (1976)
1883,3473,2055,Retroactive (1997)
3531,3474,2056,"Place in the Sun, A (1951)"
1330,3475,2057,Jacob's Ladder (1990)
374,3476,2058,Empire Records (1995)
184,3478,2059,Ladyhawke (1985)
3153,3479,2060,Lucas (1986)
567,3480,2061,High Fidelity (2000)
2139,3482,2062,"Road to El Dorado, The (2000)"
2820,3483,2063,"Skulls, The (2000)"
185,3488,2064,Hook (1991)
1460,3491,2065,"Son of the Sheik, The (1926)"
734,3493,2066,True Grit (1969)
5856,3495,2067,Madame Sousatzka (1988)
2569,3497,2068,Midnight Express (1978)
831,3498,2069,Misery (1990)
735,3499,2070,Mr. Saturday Night (1992)
4374,3500,2071,Murphy's Romance (1985)
4349,3501,2072,My Life (1993)
1461,3502,2073,Solaris (Solyaris) (1972)
1360,3503,2074,Network (1976)
2085,3504,2075,No Way Out (1987)
1462,3505,2076,North Dallas Forty (1979)
736,3506,2077,"Odd Couple, The (1968)"
276,3507,2078,"Outlaw Josey Wales, The (1976)"
522,3509,2079,Frequency (2000)
2414,3510,2080,Ready to Rumble (2000)
2806,3511,2081,Return to Me (2000)
4918,3512,2082,Rules of Engagement (2000)
3389,3514,2083,Me Myself I (2000)
1996,3515,2084,"Bell, Book and Candle (1958)"
1884,3520,2085,Mystery Train (1989)
3918,3523,2086,Arthur (1981)
3898,3524,2087,Bachelor Party (1984)
890,3525,2088,Parenthood (1989)
186,3526,2089,Predator (1987)
2086,3527,2090,"Prince of Tides, The (1991)"
5311,3528,2091,"Postman Always Rings Twice, The (1981)"
4144,3530,2092,All the Vermeers in New York (1990)
620,3533,2093,28 Days (2000)
771,3534,2094,American Psycho (2000)
621,3535,2095,Keeping the Faith (2000)
5679,3536,2096,Where the Money Is (2000)
3403,3537,2097,East is East (1999)
4145,3538,2098,"Filth and the Fury, The (2000)"
2460,3542,2099,Diner (1982)
3471,3545,2100,What Ever Happened to Baby Jane? (1962)
2108,3547,2101,Auntie Mame (1958)
545,3548,2102,Guys and Dolls (1955)
1156,3549,2103,The Hunger (1983)
2059,3550,2104,Marathon Man (1976)
584,3551,2105,Caddyshack (1980)
523,3554,2106,U-571 (2000)
891,3555,2107,"Virgin Suicides, The (1999)"
2109,3556,2108,Jennifer 8 (1992)
2621,3558,2109,Limelight (1952)
622,3564,2110,Where the Heart Is (2000)
3154,3565,2111,"Big Kahuna, The (2000)"
5572,3567,2112,Smiling Fish and Goat on Fire (1999)
4777,3568,2113,"Idiots, The (Idioterne) (1998)"
4146,3570,2114,Time Code (2000)
4044,3575,2115,"Hidden, The (1987)"
187,3577,2116,Gladiator (2000)
4147,3579,2117,Up at the Villa (2000)
5412,3580,2118,Human Traffic (1999)
4148,3585,2119,The Idolmaker (1980)
2502,3590,2120,Mr. Mom (1983)
4545,3591,2121,"Time Masters (Maîtres du temps, Les) (1982)"
1529,3592,2122,Battlefield Earth (2000)
1606,3593,2123,Center Stage (2000)
3155,3598,2124,Anchors Aweigh (1945)
3156,3605,2125,On the Town (1949)
892,3607,2126,Pee-wee's Big Adventure (1985)
2586,3613,2127,Honeymoon in Vegas (1992)
2811,3614,2128,Dinosaur (2000)
1530,3615,2129,Loser (2000)
188,3616,2130,Road Trip (2000)
3346,3617,2131,Small Time Crooks (2000)
2145,3622,2132,Mission: Impossible II (2000)
661,3623,2133,Shanghai Noon (2000)
5906,3625,2134,8 ½ Women (a.k.a. 8 1/2 Women) (a.k.a. Eight and a Half Women) (1999)
5001,3626,2135,Carnival of Souls (1962)
737,3627,2136,Flying Tigers (1942)
1427,3628,2137,"Gold Rush, The (1925)"
738,3631,2138,Monsieur Verdoux (1947)
2035,3632,2139,On Her Majesty's Secret Service (1969)
2622,3633,2140,Seven Days in May (1964)
673,3634,2141,"Spy Who Loved Me, The (1977)"
4149,3636,2142,Vagabond (Sans toit ni loi) (1985)
1960,3637,2143,Moonraker (1979)
189,3638,2144,"Man with the Golden Gun, The (1974)"
5413,3639,2145,"King in New York, A (1957)"
5414,3640,2146,"Woman of Paris, A (1923)"
739,3642,2147,"Fighting Seabees, The (1944)"
2821,3645,2148,Big Momma's House (2000)
5958,3647,2149,"Abominable Snowman, The (Abominable Snowman of the Himalayas, The) (1957)"
4083,3648,2150,American Gigolo (1980)
4768,3652,2151,"Endless Summer, The (1966)"
2038,3653,2152,"Guns of Navarone, The (1961)"
4150,3654,2153,Blow-Out (La grande bouffe) (1973)
1232,3667,2154,Romeo and Juliet (1968)
190,3670,2155,Blazing Saddles (1974)
2140,3671,2156,Benji (1974)
3904,3672,2157,Benji the Hunted (1987)
5724,3673,2158,For the Love of Benji (1977)
1970,3674,2159,White Christmas (1954)
2415,3675,2160,Eraserhead (1977)
4546,3676,2161,Baraka (1992)
3919,3677,2162,"Man with the Golden Arm, The (1955)"
1366,3678,2163,"Decline of Western Civilization, The (1981)"
303,3680,2164,For a Few Dollars More (Per qualche dollaro in più) (1965)
2643,3681,2165,Magnum Force (1973)
1497,3682,2166,Blood Simple (1984)
5415,3683,2167,"Fabulous Baker Boys, The (1989)"
2062,3684,2168,Prizzi's Honor (1985)
990,3685,2169,Flatliners (1990)
4547,3686,2170,Light Years (Gandahar) (1988)
3353,3687,2171,Porky's (1982)
2416,3695,2172,Night of the Creeps (1986)
1531,3696,2173,Predator 2 (1990)
991,3697,2174,"Running Man, The (1987)"
2087,3698,2175,Starman (1984)
3895,3700,2176,Alien Nation (1988)
191,3701,2177,Mad Max (1979)
192,3702,2178,"Road Warrior, The (Mad Max 2) (1981)"
1341,3703,2179,Mad Max Beyond Thunderdome (1985)
4053,3705,2180,Angel Heart (1987)
5178,3706,2181,9 1/2 Weeks (Nine 1/2 Weeks) (1986)
1157,3707,2182,Firestarter (1984)
1997,3710,2183,Sarafina! (1992)
2623,3712,2184,"Long Walk Home, The (1990)"
3920,3714,2185,Burglar (1987)
565,3716,2186,Gone in 60 Seconds (2000)
3663,3719,2187,Sunshine (1999)
3511,3722,2188,Hamlet (1990)
2088,3723,2189,Coming Home (1978)
3157,3724,2190,American Pop (1981)
4204,3725,2191,Assault on Precinct 13 (1976)
1158,3726,2192,Near Dark (1987)
2624,3727,2193,One False Move (1992)
193,3728,2194,Shaft (1971)
2457,3729,2195,"Conversation, The (1974)"
4084,3731,2196,"Fury, The (1978)"
4902,3732,2197,"Paper Chase, The (1973)"
1268,3734,2198,Serpico (1973)
4727,3736,2199,Lonely Are the Brave (1962)
2625,3737,2200,"Sugarland Express, The (1974)"
194,3739,2201,Big Trouble in Little China (1986)
1349,3740,2202,Badlands (1973)
1362,3741,2203,Battleship Potemkin (1925)
195,3743,2204,Shaft (2000)
375,3744,2205,Titan A.E. (2000)
5019,3745,2206,Butterfly (La lengua de las mariposas) (1999)
1885,3746,2207,Jesus' Son (1999)
763,3750,2208,Chicken Run (2000)
585,3751,2209,"Me, Myself & Irene (2000)"
519,3752,2210,"Patriot, The (2000)"
376,3753,2211,"Adventures of Rocky and Bullwinkle, The (2000)"
1568,3754,2212,"Perfect Storm, The (2000)"
3404,3755,2213,"Golden Bowl, The (2000)"
3921,3757,2214,Communion (1989)
5629,3759,2215,"Kentucky Fried Movie, The (1977)"
1886,3760,2216,"Blood In, Blood Out (1993)"
1328,3762,2217,F/X (1986)
740,3768,2218,Thunderbolt and Lightfoot (1974)
4910,3769,2219,Dreamscape (1984)
4067,3770,2220,The Golden Voyage of Sinbad (1973)
1787,3782,2221,Croupier (1998)
2822,3783,2222,"Kid, The (2000)"
1131,3784,2223,Scary Movie (2000)
3989,3785,2224,But I'm a Cheerleader (1999)
3405,3786,2225,Shower (Xizao) (1999)
3420,3787,2226,Blow-Up (Blowup) (1966)
3158,3789,2227,Groove (2000)
1578,3790,2228,Footloose (1984)
4151,3791,2229,Duel in the Sun (1946)
196,3792,2230,X-Men (2000)
5894,3794,2231,"Five Senses, The (1999)"
2823,3796,2232,"In Crowd, The (2000)"
520,3797,2233,What Lies Beneath (2000)
1710,3800,2234,Anatomy of a Murder (1959)
5416,3807,2235,"Two Women (Ciociara, La) (1960)"
197,3808,2236,What About Bob? (1991)
741,3810,2237,Breaker Morant (1980)
1342,3811,2238,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask (1972)
3426,3812,2239,Interiors (1978)
4375,3813,2240,Love and Death (1975)
3532,3815,2241,"Official Story, The (La historia oficial) (1985)"
4069,3818,2242,Tampopo (1985)
3406,3820,2243,Nutty Professor II: The Klumps (2000)
5054,3821,2244,"Girl on the Bridge, The (Fille sur le pont, La) (1999)"
3129,3822,2245,Wonderland (1999)
4407,3823,2246,Autumn in New York (2000)
2813,3824,2247,Coyote Ugly (2000)
1998,3825,2248,Hollow Man (2000)
662,3826,2249,Space Cowboys (2000)
3392,3830,2250,Saving Grace (2000)
3431,3831,2251,"Black Sabbath (Tre volti della paura, I) (1963)"
5630,3834,2252,"Crush, The (1993)"
680,3835,2253,Kelly's Heroes (1970)
1159,3836,2254,Phantasm II (1988)
1160,3839,2255,Pumpkinhead (1988)
4350,3840,2256,Air America (1990)
2417,3842,2257,Sleepaway Camp (1983)
1666,3843,2258,Steel Magnolias (1989)
4778,3844,2259,And God Created Woman (Et Dieu... créa la femme) (1956)
4919,3845,2260,Easy Money (1983)
2626,3848,2261,The Spiral Staircase (1945)
5632,3850,2262,I'm the One That I Want (2000)
1316,3851,2263,"Tao of Steve, The (2000)"
4393,3854,2264,"Affair of Love, An (Liaison pornographique, Une) (1999)"
2418,3856,2265,Bless the Child (2000)
1532,3857,2266,Cecil B. DeMented (2000)
3533,3858,2267,"Eyes of Tammy Faye, The (2000)"
3159,3860,2268,"Replacements, The (2000)"
3160,3861,2269,About Adam (2000)
3926,3862,2270,"Cell, The (2000)"
5947,3863,2271,Godzilla 2000 (Gojira ni-sen mireniamu) (1999)
3322,3864,2272,"Original Kings of Comedy, The (2000)"
1100,3867,2273,"Naked Gun: From the Files of Police Squad!, The (1988)"
233,3868,2274,"Naked Gun 2 1/2: The Smell of Fear, The (1991)"
2646,3870,2275,Shane (1953)
1433,3872,2276,Cat Ballou (1965)
5907,3876,2277,Supergirl (1984)
2804,3881,2278,Bring It On (2000)
1887,3887,2279,Skipped Parts (2000)
2472,3892,2280,Nurse Betty (2000)
5020,3893,2281,Solas (1999)
4173,3895,2282,"Way of the Gun, The (2000)"
820,3896,2283,Almost Famous (2000)
3161,3899,2284,Crime and Punishment in Suburbia (2000)
1509,3909,2285,Dancer in the Dark (2000)
943,3910,2286,Best in Show (2000)
2824,3911,2287,Beautiful (2000)
2503,3913,2288,"Broken Hearts Club, The (2000)"
1888,3914,2289,Girlfight (2000)
234,3915,2290,Remember the Titans (2000)
1129,3916,2291,Hellraiser (1987)
4376,3917,2292,Hellbound: Hellraiser II (1988)
5417,3919,2293,"Faraway, So Close (In weiter Ferne, so nah!) (1993)"
1889,3924,2294,Stranger Than Paradise (1984)
1999,3926,2295,Fantastic Voyage (1966)
4394,3927,2296,Abbott and Costello Meet Frankenstein (1948)
3534,3931,2297,"Invisible Man, The (1933)"
5908,3936,2298,Runaway (1984)
5909,3938,2299,Slumber Party Massacre II (1987)
5910,3939,2300,Slumber Party Massacre III (1990)
5911,3940,2301,Sorority House Massacre (1986)
5912,3941,2302,Sorority House Massacre II (1990)
4779,3942,2303,Bamboozled (2000)
4351,3945,2304,Get Carter (2000)
5136,3946,2305,Get Carter (1971)
1320,3947,2306,Meet the Parents (2000)
281,3948,2307,Requiem for a Dream (2000)
1890,3949,2308,Tigerland (2000)
3162,3950,2309,Two Family House (2000)
3163,3951,2310,"Contender, The (2000)"
2634,3958,2311,"Time Machine, The (1960)"
5955,3962,2312,"Unsinkable Molly Brown, The (1964)"
1559,3966,2313,Billy Elliot (2000)
1795,3967,2314,Bedazzled (2000)
1065,3968,2315,Pay It Forward (2000)
623,3971,2316,"Legend of Drunken Master, The (Jui kuen II) (1994)"
1793,3976,2317,Charlie's Angels (2000)
2807,3977,2318,"Legend of Bagger Vance, The (2000)"
3354,3978,2319,Little Nicky (2000)
2574,3979,2320,Men of Honor (2000)
5924,3980,2321,Red Planet (2000)
2470,3982,2322,You Can Count on Me (2000)
1779,3983,2323,Diamonds Are Forever (1971)
2089,3984,2324,"Eagle Has Landed, The (1976)"
2407,3985,2325,"6th Day, The (2000)"
2825,3986,2326,Bounce (2000)
1592,3987,2327,How the Grinch Stole Christmas (a.k.a. The Grinch) (2000)
5203,3988,2328,One Day in September (1999)
2141,3989,2329,Rugrats in Paris: The Movie (2000)
6077,3990,2330,102 Dalmatians (2000)
1891,3991,2331,Malèna (2000)
3164,3992,2332,Quills (2000)
865,3993,2333,Unbreakable (2000)
506,3995,2334,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)"
3075,3997,2335,Proof of Life (2000)
3955,3998,2336,Vertical Limit (2000)
862,4001,2337,"Planes, Trains & Automobiles (1987)"
3922,4002,2338,She's Having a Baby (1988)
2631,4004,2339,"Living Daylights, The (1987)"
198,4005,2340,Transformers: The Movie (1986)
1775,4006,2341,Wall Street (1987)
1797,4007,2342,Born on the Fourth of July (1989)
3355,4009,2343,Brewster's Millions (1985)
521,4010,2344,Snatch (2000)
1778,4013,2345,Chocolat (2000)
3390,4014,2346,"Dude, Where's My Car? (2000)"
546,4015,2347,"Emperor's New Groove, The (2000)"
1781,4016,2348,Pollock (2000)
235,4017,2349,What Women Want (2000)
1245,4018,2350,Finding Forrester (2000)
5293,4019,2351,"Gift, The (2000)"
1492,4020,2352,Before Night Falls (2000)
568,4021,2353,Cast Away (2000)
2153,4022,2354,"Family Man, The (2000)"
1579,4024,2355,Miss Congeniality (2000)
841,4026,2356,"O Brother, Where Art Thou? (2000)"
1400,4028,2357,State and Main (2000)
1892,4031,2358,"Everlasting Piece, An (2000)"
507,4032,2359,Thirteen Days (2000)
508,4033,2360,Traffic (2000)
2839,4035,2361,Shadow of the Vampire (2000)
1893,4036,2362,House of Games (1987)
1569,4038,2363,Annie (1982)
957,4040,2364,"Officer and a Gentleman, An (1982)"
4728,4041,2365,"Alamo, The (1960)"
2587,4042,2366,At Close Range (1986)
3535,4045,2367,Friendly Persuasion (1956)
1837,4046,2368,Gettysburg (1993)
3711,4051,2369,Antitrust (2001)
1607,4053,2370,Save the Last Dance (2001)
1533,4054,2371,Panic (2000)
2751,4055,2372,"Pledge, The (2001)"
2504,4060,2373,The Man in the Moon (1991)
4352,4061,2374,Mystic Pizza (1988)
5680,4062,2375,Prelude to a Kiss (1992)
1343,4065,2376,I'm Gonna Git You Sucka (1988)
3085,4066,2377,Untamed Heart (1993)
5667,4067,2378,Sugar & Spice (2001)
1580,4068,2379,"Wedding Planner, The (2001)"
3507,4076,2380,"With a Friend Like Harry... (Harry, un ami qui vous veut du bien) (2000)"
2826,4077,2381,Amazing Grace and Chuck (1987)
992,4078,2382,Amazon Women on the Moon (1987)
5516,4081,2383,Barfly (1987)
5681,4082,2384,Best Seller (1987)
3308,4083,2385,Beverly Hills Cop II (1987)
1324,4084,2386,Beverly Hills Cop (1984)
3905,4085,2387,"Big Easy, The (1987)"
5555,4089,2388,"Brave Little Toaster, The (1987)"
3948,4101,2389,Eddie Murphy Raw (1987)
2733,4102,2390,Empire of the Sun (1987)
1161,4104,2391,"Evil Dead, The (1981)"
5418,4108,2392,Flowers in the Attic (1987)
3536,4112,2393,"Glass Menagerie, The (1987)"
2505,4115,2394,Hollywood Shuffle (1987)
3111,4116,2395,Hope and Glory (1987)
1956,4120,2396,Innerspace (1987)
5668,4125,2397,Less Than Zero (1987)
893,4127,2398,"Lost Boys, The (1987)"
3341,4131,2399,Mannequin (1987)
3935,4134,2400,"Monster Squad, The (1987)"
2827,4141,2401,Left Behind: The Movie (2000)
894,4143,2402,In the Mood For Love (Fa yeung nin wa) (2000)
1894,4145,2403,"Million Dollar Hotel, The (2001)"
3165,4146,2404,Nico and Dani (Krámpack) (2000)
4483,4147,2405,Hannibal (2001)
993,4148,2406,Saving Silverman (Evil Woman) (2001)
1895,4151,2407,Vatel (2000)
5498,4152,2408,Down to Earth (2001)
5875,4153,2409,Recess: School's Out (2001)
2814,4154,2410,Sweet November (2001)
1896,4156,2411,"Price of Milk, The (2000)"
994,4157,2412,Monkeybone (2001)
5929,4158,2413,3000 Miles to Graceland (2001)
1897,4159,2414,"Widow of St. Pierre, The (Veuve de Saint-Pierre, La) (2000)"
